Flight,Price,Currency,Stop,Duration,Date
RMO,"98,851",AMD,1 stop,14h 55m,2025-02-02
BCN,"30,320",AMD,1 stop,11h 10m,2025-02-02
NCE,"28,750",AMD,1 stop,21h 20m,2025-02-02
FRA,"97,970",AMD,1 stop,12h 35m,2025-02-02
AUH,"28,022",AMD,Direct,3h 10m,2025-02-02
AMS,"65,492",AMD,1 stop,10h 30m,2025-02-02
AUH,"77,203",AMD,1 stop,26h 45m,2025-02-02
TLV,"327,171",AMD,1 stop,15h 10m,2025-02-02
LCA,"34,892",AMD,1 stop,13h 10m,2025-02-02
TLV,"63,363",AMD,1 stop,25h,2025-02-02
FRA,"432,749",AMD,1 stop,22h,2025-02-02
TLV,"126,218",AMD,1 stop,11h 10m,2025-02-02
IST,"39,158",AMD,1 stop,7h 10m,2025-02-02
TLV,"108,171",AMD,1 stop,20h 40m,2025-02-02
FRA,"495,872",AMD,1 stop,27h 10m,2025-02-02
TGD,"106,679",AMD,1 stop,15h 15m,2025-02-02
FRA,"65,375",AMD,1 stop,13h 55m,2025-02-02
TSF,"33,069",AMD,1 stop,10h,2025-02-02
BEG,"50,183",AMD,1 stop,14h 35m,2025-02-02
SSH,"36,086",AMD,1 stop,12h 50m,2025-02-02
TLV,"327,171",AMD,1 stop,14h 20m,2025-02-02
RMO,"41,727",AMD,1 stop,17h 15m,2025-02-02
NCE,"39,542",AMD,1 stop,15h 20m,2025-02-02
TLV,"117,682",AMD,1 stop,8h 50m,2025-02-02
TLV,"168,843",AMD,1 stop,11h 20m,2025-02-02
BUD,"39,926",AMD,1 stop,12h 05m,2025-02-02
FRA,"39,542",AMD,1 stop,8h 30m,2025-02-02
NCE,"41,474",AMD,1 stop,9h 40m,2025-02-02
DUS,"47,223",AMD,1 stop,12h 40m,2025-02-02
DXB,"132,102",AMD,1 stop,7h 35m,2025-02-02
LCA,"86,093",AMD,1 stop,6h 45m,2025-02-02
TLV,"65,256",AMD,1 stop,12h 30m,2025-02-02
TBS,"119,479",AMD,1 stop,28h 10m,2025-02-02
DUS,"51,063",AMD,1 stop,9h 20m,2025-02-02
HHN,"35,385",AMD,1 stop ∙ Change airport,12h 15m,2025-02-02
DXB,"63,332",AMD,Direct,3h,2025-02-02
BUS,"39,542",AMD,1 stop,9h 45m,2025-02-02
AMS,"51,063",AMD,1 stop,8h 45m,2025-02-02
LCA,"76,368",AMD,1 stop,19h 50m,2025-02-02
ATH,"38,774",AMD,Direct,2h 55m,2025-02-02
AMS,"55,287",AMD,1 stop,12h 40m,2025-02-02
VIE,"35,381",AMD,1 stop ∙ Change airport,11h 10m,2025-02-02
TLV,"48,082",AMD,1 stop,5h 15m,2025-02-02
VCE,"52,478",AMD,1 stop,10h 25m,2025-02-02
FRA,"75,536",AMD,1 stop,9h 05m,2025-02-02
DTM,"73,325",AMD,1 stop,33h 40m,2025-02-02
TLV,"327,171",AMD,1 stop,17h 15m,2025-02-02
TLV,"368,029",AMD,1 stop,24h 15m,2025-02-02
TLV,"368,029",AMD,1 stop,25h 05m,2025-02-02
SOF,"71,354",AMD,1 stop,13h 50m,2025-02-02
BER,"37,589",AMD,1 stop,8h 10m,2025-02-02
RMO,"31,244",AMD,1 stop,31h 30m,2025-02-02
VLC,"38,481",AMD,1 stop,12h 20m,2025-02-02
MAD,"37,062",AMD,1 stop,8h 55m,2025-02-02
DXB,"65,655",AMD,Direct,3h 25m,2025-02-02
ATH,"46,850",AMD,1 stop,6h 05m,2025-02-02
BEG,"68,898",AMD,1 stop,8h,2025-02-02
WAW,"31,059",AMD,1 stop ∙ Change airport,14h,2025-02-02
BCN,"30,119",AMD,1 stop,8h 55m,2025-02-02
TLV,"138,095",AMD,1 stop,19h 20m,2025-02-02
FRA,"95,006",AMD,1 stop,20h,2025-02-02
TLV,"368,029",AMD,1 stop,27h 10m,2025-02-02
LYS,"43,394",AMD,1 stop,17h 15m,2025-02-02
RMO,"47,222",AMD,1 stop,18h 20m,2025-02-02
TLV,"63,363",AMD,1 stop,16h 05m,2025-02-02
TGD,"93,454",AMD,1 stop,11h 10m,2025-02-02
FRA,"51,063",AMD,1 stop,12h 30m,2025-02-02
SOF,"47,970",AMD,1 stop ∙ Change airport,26h 45m,2025-02-02
TLV,"203,172",AMD,1 stop,13h 45m,2025-02-02
TBS,"37,250",AMD,1 stop,10h 35m,2025-02-02
FRA,"51,063",AMD,1 stop,16h 45m,2025-02-02
BER,"39,221",AMD,1 stop,15h 25m,2025-02-02
RMO,"109,406",AMD,1 stop,14h 20m,2025-02-02
SOF,"35,714",AMD,1 stop,15h 55m,2025-02-02
TLV,"75,579",AMD,1 stop,19h 05m,2025-02-02
TLV,"327,171",AMD,1 stop,22h 35m,2025-02-02
ATH,"34,166",AMD,1 stop,5h 30m,2025-02-02
VLC,"49,174",AMD,1 stop,19h 15m,2025-02-02
TLV,"342,009",AMD,1 stop,10h 25m,2025-02-02
WAW,"34,714",AMD,1 stop,8h 05m,2025-02-02
LCA,"40,663",AMD,1 stop,14h 50m,2025-02-02
PRG,"35,793",AMD,1 stop,12h 15m,2025-02-02
TLV,"141,383",AMD,1 stop,13h 50m,2025-02-02
LYS,"34,684",AMD,1 stop,11h 40m,2025-02-02
BUD,"35,385",AMD,1 stop ∙ Change airport,11h 25m,2025-02-02
IST,"73,597",AMD,1 stop,6h 25m,2025-02-02
LCA,"89,837",AMD,1 stop,12h 30m,2025-02-02
RMO,"62,809",AMD,1 stop,14h 40m,2025-02-02
CRL,"47,308",AMD,1 stop ∙ Change airport,13h 20m,2025-02-02
TLV,"87,567",AMD,1 stop,21h 55m,2025-02-02
FRA,"106,530",AMD,1 stop,15h 10m,2025-02-02
FRA,"201,571",AMD,1 stop,19h 25m,2025-02-02
TLV,"327,171",AMD,1 stop,20h 20m,2025-02-02
HHN,"38,900",AMD,1 stop,17h 45m,2025-02-02
LCA,"16,596",AMD,Direct,2h 20m,2025-02-02
TBS,"144,083",AMD,1 stop,13h,2025-02-02
SOF,"36,065",AMD,1 stop ∙ Change airport,15h 25m,2025-02-02
FRA,"125,593",AMD,1 stop,18h 30m,2025-02-02
TBS,"112,298",AMD,1 stop,14h 55m,2025-02-02
TBS,"62,940",AMD,1 stop,22h 10m,2025-02-02
ATH,"34,562",AMD,1 stop,7h 10m,2025-02-02
NCE,"52,246",AMD,1 stop,14h 30m,2025-02-02
TLV,"45,533",AMD,1 stop,9h 30m,2025-02-02
TBS,"239,204",AMD,1 stop,30h 25m,2025-02-02
VIE,"14,732",AMD,Direct,3h 55m,2025-02-02
BEG,"51,682",AMD,1 stop,9h 10m,2025-02-02
BEG,"65,732",AMD,1 stop,8h,2025-02-02
FRA,"203,529",AMD,1 stop,31h 05m,2025-02-02
RMO,"109,406",AMD,1 stop,10h 45m,2025-02-02
TLV,"327,171",AMD,1 stop,15h 50m,2025-02-02
TLV,"46,581",AMD,1 stop,4h 50m,2025-02-02
WMI,"30,947",AMD,1 stop,12h 50m,2025-02-02
TLV,"69,304",AMD,1 stop,8h 35m,2025-02-02
BER,"37,917",AMD,1 stop,11h 40m,2025-02-02
LCA,"197,769",AMD,1 stop,10h 40m,2025-02-02
DUS,"65,742",AMD,1 stop,14h 10m,2025-02-02
MAD,"38,368",AMD,1 stop ∙ Change airport,12h 05m,2025-02-02
BCN,"71,043",AMD,Direct,5h 20m,2025-02-02
AMS,"43,643",AMD,1 stop,12h 20m,2025-02-02
BRU,"35,896",AMD,1 stop,8h 45m,2025-02-02
VLC,"25,841",AMD,1 stop,9h 20m,2025-02-02
MAD,"39,542",AMD,1 stop,11h 30m,2025-02-02
FRA,"81,172",AMD,1 stop ∙ Change airport,11h 05m,2025-02-02
FRA,"70,398",AMD,1 stop,10h 40m,2025-02-02
FRA,"432,749",AMD,1 stop,17h 15m,2025-02-02
TLV,"48,770",AMD,1 stop,11h 25m,2025-02-02
TBS,"107,822",AMD,1 stop,8h 10m,2025-02-02
BCN,"28,750",AMD,1 stop,7h 50m,2025-02-02
FRA,"495,872",AMD,1 stop,23h 50m,2025-02-02
SOF,"92,049",AMD,1 stop,14h 40m,2025-02-02
LYS,"84,484",AMD,1 stop,16h 10m,2025-02-02
SAW,"48,992",AMD,1 stop,13h 45m,2025-02-02
TLV,"111,538",AMD,1 stop,7h 55m,2025-02-02
TGD,"39,926",AMD,1 stop,13h 30m,2025-02-02
PRG,"29,582",AMD,1 stop,8h,2025-02-02
SOF,"58,770",AMD,1 stop,6h,2025-02-02
TLV,"368,029",AMD,1 stop,25h 45m,2025-02-02
TBS,"233,828",AMD,1 stop,27h 20m,2025-02-02
RMO,"61,968",AMD,1 stop,16h 50m,2025-02-02
MAD,"44,364",AMD,1 stop,9h 45m,2025-02-02
SSH,"45,375",AMD,1 stop,23h 35m,2025-02-02
BCN,"36,866",AMD,1 stop,11h 35m,2025-02-02
TLV,"151,073",AMD,1 stop,25h 15m,2025-02-02
FRA,"208,011",AMD,1 stop,26h 30m,2025-02-02
BUD,"50,603",AMD,1 stop,13h 30m,2025-02-02
TLV,"141,383",AMD,1 stop,17h 20m,2025-02-02
TBS,"17,281",AMD,Direct,1h,2025-02-02
SOF,"92,049",AMD,1 stop,10h 40m,2025-02-02
DUS,"51,929",AMD,1 stop ∙ Change airport,19h 15m,2025-02-02
AUH,"76,035",AMD,1 stop,21h 35m,2025-02-02
IST,"41,490",AMD,Direct,2h 30m,2025-02-02
LCA,"128,646",AMD,1 stop,6h 50m,2025-02-02
TLV,"88,670",AMD,1 stop,10h 15m,2025-02-03
WAW,"36,301",AMD,1 stop,11h 40m,2025-02-03
ATH,"31,747",AMD,1 stop,9h 20m,2025-02-03
SAW,"45,687",AMD,Direct,2h 30m,2025-02-03
TLV,"71,661",AMD,1 stop,19h 15m,2025-02-03
LYS,"60,276",AMD,1 stop,11h 30m,2025-02-03
PRG,"59,511",AMD,1 stop,9h 50m,2025-02-03
DUS,"40,406",AMD,1 stop,13h 15m,2025-02-03
RMO,"54,935",AMD,1 stop,6h 05m,2025-02-03
MAD,"40,914",AMD,1 stop,15h 30m,2025-02-03
SSH,"58,755",AMD,1 stop,15h 05m,2025-02-03
PRG,"28,773",AMD,1 stop,22h 20m,2025-02-03
IST,"50,306",AMD,1 stop,11h 40m,2025-02-03
PRG,"41,619",AMD,1 stop,8h 30m,2025-02-03
SOF,"47,223",AMD,1 stop,6h 30m,2025-02-03
RMO,"66,745",AMD,1 stop,11h 30m,2025-02-03
LYS,"59,127",AMD,1 stop,10h 45m,2025-02-03
RMO,"54,935",AMD,1 stop,15h,2025-02-03
HKT,"268,812",AMD,1 stop,25h 05m,2025-02-03
MAD,"59,127",AMD,1 stop,10h 45m,2025-02-03
BEG,"39,542",AMD,1 stop,11h 30m,2025-02-03
TLV,"151,073",AMD,1 stop,11h 10m,2025-02-03
VCE,"50,987",AMD,1 stop,7h 20m,2025-02-03
RMO,"65,069",AMD,Direct,2h 40m,2025-02-03
SAW,"52,589",AMD,1 stop,13h 20m,2025-02-03
BUD,"64,108",AMD,1 stop,10h 25m,2025-02-03
DTM,"49,143",AMD,1 stop,10h 35m,2025-02-03
TBS,"81,350",AMD,1 stop,23h 05m,2025-02-03
TBS,"51,831",AMD,1 stop,11h 30m,2025-02-03
DXB,"101,563",AMD,1 stop,16h 15m,2025-02-03
DTM,"83,118",AMD,1 stop,7h 10m,2025-02-03
DXB,"63,332",AMD,Direct,3h 10m,2025-02-03
ATH,"36,866",AMD,1 stop,8h 50m,2025-02-03
TLV,"72,705",AMD,1 stop,15h 10m,2025-02-03
TLV,"120,889",AMD,1 stop,25h 05m,2025-02-03
TLV,"40,983",AMD,1 stop,28h 10m,2025-02-03
TLV,"195,088",AMD,1 stop,11h,2025-02-03
SSH,"46,455",AMD,1 stop,13h 45m,2025-02-03
VIE,"54,135",AMD,Direct,3h 45m,2025-02-03
BUD,"94,841",AMD,1 stop,7h 40m,2025-02-03
ATH,"39,938",AMD,1 stop,6h 05m,2025-02-03
TLV,"51,301",AMD,1 stop,11h 50m,2025-02-03
TGD,"84,979",AMD,1 stop,11h 25m,2025-02-03
DXB,"134,010",AMD,1 stop,7h 35m,2025-02-03
VIE,"13,989",AMD,Direct,4h,2025-02-03
BKK,"292,583",AMD,1 stop,26h 30m,2025-02-03
TLV,"51,458",AMD,1 stop,14h 35m,2025-02-03
HKT,"267,660",AMD,1 stop,13h 10m,2025-02-03
BER,"48,002",AMD,Direct,4h 25m,2025-02-03
VLC,"40,901",AMD,1 stop,10h 10m,2025-02-03
AUH,"23,798",AMD,Direct,3h 10m,2025-02-03
VIE,"46,858",AMD,1 stop,11h 55m,2025-02-03
BEG,"46,780",AMD,1 stop,11h,2025-02-03
LYS,"102,137",AMD,1 stop,9h 20m,2025-02-03
DUS,"43,382",AMD,1 stop,10h 15m,2025-02-03
TLV,"103,922",AMD,1 stop,10h 30m,2025-02-03
BEG,"52,230",AMD,1 stop,8h 15m,2025-02-03
VCE,"51,842",AMD,1 stop,10h 25m,2025-02-03
HKT,"300,301",AMD,1 stop,31h 10m,2025-02-03
TLV,"52,226",AMD,1 stop,8h 10m,2025-02-03
TLV,"48,770",AMD,1 stop,17h 45m,2025-02-03
DUS,"44,162",AMD,1 stop,8h 15m,2025-02-03
VCE,"47,070",AMD,1 stop,15h 40m,2025-02-03
BRU,"37,004",AMD,1 stop,10h 10m,2025-02-03
BKK,"318,734",AMD,1 stop,13h,2025-02-03
SSH,"79,876",AMD,1 stop,23h 25m,2025-02-03
TLV,"85,898",AMD,1 stop,26h 05m,2025-02-03
MAD,"38,018",AMD,1 stop,8h 55m,2025-02-03
MAD,"41,907",AMD,1 stop,13h 05m,2025-02-03
HKT,"155,131",AMD,1 stop,20h 10m,2025-02-03
BKK,"150,523",AMD,1 stop,10h,2025-02-03
BUD,"18,219",AMD,Direct,3h 40m,2025-02-03
TLV,"42,664",AMD,1 stop,11h 10m,2025-02-03
TGD,"93,239",AMD,1 stop,11h 35m,2025-02-03
DTM,"78,310",AMD,1 stop,34h 35m,2025-02-03
TLV,"60,053",AMD,1 stop,9h 30m,2025-02-03
TLV,"98,704",AMD,1 stop,16h 40m,2025-02-03
VCE,"49,777",AMD,1 stop,14h 30m,2025-02-03
BUD,"59,907",AMD,1 stop,13h 10m,2025-02-03
WAW,"41,482",AMD,1 stop,7h 40m,2025-02-03
RMO,"235,743",AMD,1 stop,9h 10m,2025-02-03
SOF,"65,433",AMD,1 stop,7h 55m,2025-02-03
ATH,"41,846",AMD,Direct,2h 55m,2025-02-03
MAD,"54,519",AMD,1 stop,9h 45m,2025-02-03
SHJ,"46,524",AMD,Direct,2h 55m,2025-02-03
CRL,"35,099",AMD,1 stop ∙ Change airport,11h 20m,2025-02-03
VLC,"25,033",AMD,1 stop,9h 20m,2025-02-03
AMS,"94,841",AMD,1 stop,6h 25m,2025-02-03
NCE,"29,720",AMD,1 stop,10h 05m,2025-02-03
LCA,"49,911",AMD,1 stop,6h 10m,2025-02-03
TLV,"165,895",AMD,1 stop,12h 20m,2025-02-03
VLC,"45,962",AMD,1 stop,8h 45m,2025-02-03
NCE,"42,622",AMD,1 stop,14h 30m,2025-02-03
TLV,"341,783",AMD,1 stop,22h 35m,2025-02-03
TBS,"114,737",AMD,1 stop,8h 50m,2025-02-03
SSH,"135,385",AMD,1 stop,26h 10m,2025-02-03
TBS,"81,339",AMD,1 stop,20h 45m,2025-02-03
SSH,"211,064",AMD,1 stop,20h 40m,2025-02-03
FRA,"48,770",AMD,1 stop,15h 45m,2025-02-03
LYS,"21,708",AMD,1 stop,7h 50m,2025-02-03
WAW,"40,983",AMD,1 stop,15h 25m,2025-02-03
TGD,"49,573",AMD,1 stop,17h 15m,2025-02-03
BKK,"165,116",AMD,1 stop,19h 40m,2025-02-03
TLV,"61,827",AMD,1 stop,16h,2025-02-03
TLV,"82,860",AMD,1 stop,16h,2025-02-03
RMO,"104,307",AMD,1 stop,29h 25m,2025-02-03
WAW,"44,162",AMD,1 stop,15h 05m,2025-02-03
SSH,"121,722",AMD,1 stop,23h 40m,2025-02-03
BCN,"66,032",AMD,1 stop,9h 25m,2025-02-03
BCN,"27,942",AMD,1 stop,7h 50m,2025-02-03
DUS,"44,150",AMD,1 stop,13h 35m,2025-02-03
TLV,"95,984",AMD,1 stop,12h 30m,2025-02-03
PRG,"36,831",AMD,1 stop ∙ Change airport,13h 20m,2025-02-03
FRA,"65,943",AMD,1 stop,9h 05m,2025-02-03
RMO,"125,475",AMD,1 stop,9h 15m,2025-02-03
TLV,"42,350",AMD,1 stop,13h 45m,2025-02-03
TLV,"51,458",AMD,1 stop,23h 30m,2025-02-03
TLV,"168,843",AMD,1 stop,20h 20m,2025-02-03
NCE,"35,548",AMD,1 stop,9h 45m,2025-02-03
RMO,"81,170",AMD,1 stop ∙ Change airport,21h 15m,2025-02-03
RMO,"77,099",AMD,1 stop ∙ Change airport,21h 55m,2025-02-03
RMO,"125,475",AMD,1 stop,12h 50m,2025-02-03
DUS,"53,378",AMD,1 stop,9h 35m,2025-02-03
AUH,"96,220",AMD,1 stop,14h 30m,2025-02-03
AUH,"80,782",AMD,1 stop,34h,2025-02-03
TLV,"145,974",AMD,1 stop,12h 40m,2025-02-03
BER,"36,896",AMD,1 stop,8h 25m,2025-02-03
TSF,"32,913",AMD,1 stop,6h 50m,2025-02-03
CRL,"39,056",AMD,1 stop,8h 05m,2025-02-03
TLV,"156,679",AMD,1 stop,15h 05m,2025-02-03
BUD,"94,457",AMD,1 stop,7h 40m,2025-02-03
BKK,"341,391",AMD,1 stop,13h 40m,2025-02-03
VLC,"31,662",AMD,1 stop,8h 35m,2025-02-03
IST,"55,671",AMD,1 stop,6h 40m,2025-02-03
FRA,"41,846",AMD,1 stop,8h 05m,2025-02-03
LCA,"16,596",AMD,Direct,2h 20m,2025-02-03
CRL,"32,536",AMD,1 stop,12h 55m,2025-02-03
TLV,"87,898",AMD,1 stop,26h 10m,2025-02-03
SOF,"63,002",AMD,1 stop,6h 10m,2025-02-03
BEG,"42,350",AMD,1 stop,6h 55m,2025-02-03
TLV,"51,610",AMD,1 stop,29h 15m,2025-02-03
LYS,"102,521",AMD,1 stop,8h,2025-02-03
AMS,"59,511",AMD,1 stop,13h 35m,2025-02-03
RMO,"132,527",AMD,1 stop,29h 10m,2025-02-03
HHN,"40,559",AMD,1 stop,18h 10m,2025-02-03
RMO,"71,960",AMD,1 stop,8h 20m,2025-02-03
TLV,"87,975",AMD,1 stop,12h 30m,2025-02-03
BER,"35,548",AMD,1 stop,14h 10m,2025-02-03
FRA,"51,063",AMD,1 stop,9h 25m,2025-02-03
HKT,"148,219",AMD,1 stop,10h 55m,2025-02-03
DXB,"68,018",AMD,1 stop,13h 25m,2025-02-03
AUH,"121,964",AMD,1 stop,19h 35m,2025-02-03
TLV,"48,770",AMD,1 stop,8h 50m,2025-02-03
BCN,"29,836",AMD,1 stop,8h 55m,2025-02-03
TLV,"82,860",AMD,1 stop,8h 40m,2025-02-03
SOF,"25,864",AMD,1 stop,9h 40m,2025-02-03
TLV,"341,783",AMD,1 stop,21h 15m,2025-02-03
BCN,"71,546",AMD,1 stop,9h 50m,2025-02-03
AMS,"72,391",AMD,1 stop,10h 50m,2025-02-03
TLV,"195,088",AMD,1 stop,20h 55m,2025-02-03
BCN,"34,303",AMD,1 stop,8h,2025-02-03
PRG,"59,511",AMD,1 stop,11h 45m,2025-02-03
DTM,"28,417",AMD,1 stop,29h 15m,2025-02-03
TLV,"46,581",AMD,1 stop,4h 50m,2025-02-03
TGD,"110,866",AMD,1 stop,12h 50m,2025-02-03
SAW,"52,339",AMD,1 stop,13h 35m,2025-02-03
LCA,"23,030",AMD,Direct,2h 10m,2025-02-03
BER,"56,439",AMD,1 stop,8h 25m,2025-02-03
TLV,"146,038",AMD,1 stop,16h 50m,2025-02-03
TLV,"148,615",AMD,1 stop,23h 05m,2025-02-03
TLV,"103,119",AMD,1 stop,13h 45m,2025-02-03
BER,"39,628",AMD,1 stop,12h 25m,2025-02-03
ATH,"36,866",AMD,1 stop,7h 10m,2025-02-03
TLV,"178,817",AMD,1 stop,9h 55m,2025-02-03
NCE,"23,786",AMD,1 stop,11h 55m,2025-02-03
TLV,"341,783",AMD,1 stop,23h 20m,2025-02-03
VIE,"49,911",AMD,1 stop,8h 40m,2025-02-03
NCE,"42,622",AMD,1 stop,10h 30m,2025-02-03
TLV,"42,664",AMD,1 stop,20h 05m,2025-02-03
TLV,"61,827",AMD,1 stop,25h 05m,2025-02-03
SOF,"39,926",AMD,1 stop,6h 55m,2025-02-03
TBS,"105,655",AMD,1 stop,8h 10m,2025-02-03
TLV,"73,735",AMD,1 stop,17h 40m,2025-02-03
CRL,"34,527",AMD,1 stop,6h 55m,2025-02-03
TLV,"97,287",AMD,1 stop,12h 25m,2025-02-03
TLV,"120,835",AMD,1 stop,20h 15m,2025-02-03
VLC,"28,450",AMD,1 stop,9h 05m,2025-02-03
AMS,"59,511",AMD,1 stop,9h 40m,2025-02-03
BEG,"42,350",AMD,1 stop,8h 30m,2025-02-03
LCA,"49,911",AMD,1 stop,8h 45m,2025-02-03
WAW,"39,819",AMD,1 stop,6h 30m,2025-02-03
TLV,"33,410",AMD,1 stop,13h 05m,2025-02-03
VIE,"51,831",AMD,1 stop,7h 40m,2025-02-03
AMS,"59,907",AMD,1 stop,16h 05m,2025-02-03
TBS,"35,318",AMD,1 stop,10h 35m,2025-02-04
DXB,"129,798",AMD,1 stop,7h 35m,2025-02-04
BEG,"48,151",AMD,1 stop,19h 15m,2025-02-04
LYS,"21,708",AMD,1 stop,21h 10m,2025-02-04
TLV,"42,242",AMD,1 stop,9h 05m,2025-02-04
SAW,"58,154",AMD,1 stop,9h 05m,2025-02-04
PRG,"24,577",AMD,1 stop,8h 40m,2025-02-04
BUD,"47,607",AMD,1 stop,12h 15m,2025-02-04
SSH,"121,722",AMD,1 stop,21h 55m,2025-02-04
AUH,"143,219",AMD,1 stop,9h 20m,2025-02-04
BEG,"42,350",AMD,1 stop,6h 30m,2025-02-04
MAD,"30,436",AMD,1 stop,8h 55m,2025-02-04
BUD,"34,472",AMD,1 stop ∙ Change airport,19h 20m,2025-02-04
SSH,"79,876",AMD,1 stop,22h 45m,2025-02-04
BRU,"36,831",AMD,1 stop,10h 10m,2025-02-04
VIE,"28,773",AMD,1 stop,14h 15m,2025-02-04
WAW,"34,562",AMD,1 stop,12h 35m,2025-02-04
AUH,"264,193",AMD,1 stop,10h 10m,2025-02-04
TLV,"45,072",AMD,1 stop,5h 55m,2025-02-04
MAD,"37,298",AMD,1 stop,10h 20m,2025-02-04
NCE,"42,634",AMD,1 stop,7h 55m,2025-02-04
ATH,"36,866",AMD,1 stop,6h 45m,2025-02-04
RMO,"23,786",AMD,1 stop,11h 55m,2025-02-04
BER,"53,947",AMD,1 stop,13h 05m,2025-02-04
BCN,"33,521",AMD,1 stop,10h 15m,2025-02-04
BUS,"100,755",AMD,1 stop,15h,2025-02-04
SSH,"67,576",AMD,1 stop,20h,2025-02-04
SOF,"21,708",AMD,1 stop ∙ Change airport,13h 30m,2025-02-04
VCE,"39,542",AMD,1 stop,10h 25m,2025-02-04
VCE,"193,929",AMD,1 stop,13h 10m,2025-02-04
LCA,"97,156",AMD,1 stop,12h 35m,2025-02-04
NCE,"42,634",AMD,1 stop,10h 30m,2025-02-04
TLV,"44,641",AMD,1 stop,4h 50m,2025-02-04
HKT,"342,939",AMD,1 stop,23h 35m,2025-02-04
VCE,"52,430",AMD,1 stop,10h 30m,2025-02-04
DXB,"63,332",AMD,Direct,3h 10m,2025-02-04
BUD,"25,679",AMD,1 stop,10h 30m,2025-02-04
AUH,"260,364",AMD,1 stop,19h 10m,2025-02-04
BEG,"33,530",AMD,1 stop,10h 05m,2025-02-04
PRG,"24,577",AMD,1 stop,11h 40m,2025-02-04
AMS,"41,090",AMD,1 stop,8h 45m,2025-02-04
BER,"39,542",AMD,1 stop,8h 50m,2025-02-04
SSH,"55,383",AMD,1 stop,20h 25m,2025-02-04
DTM,"20,737",AMD,1 stop,15h 25m,2025-02-04
DTM,"26,012",AMD,1 stop,18h 15m,2025-02-04
AMS,"41,090",AMD,1 stop,12h 40m,2025-02-04
DTM,"30,229",AMD,Direct,5h 05m,2025-02-04
ATH,"39,938",AMD,1 stop,6h 05m,2025-02-04
DTM,"33,014",AMD,1 stop,9h 40m,2025-02-04
VCE,"46,520",AMD,1 stop,12h 15m,2025-02-04
DXB,"105,075",AMD,1 stop,15h 55m,2025-02-04
HKT,"267,430",AMD,1 stop,13h 10m,2025-02-04
VLC,"31,203",AMD,1 stop,12h 10m,2025-02-04
PRG,"39,926",AMD,1 stop,6h 25m,2025-02-04
AUH,"23,798",AMD,Direct,3h 10m,2025-02-04
VLC,"31,207",AMD,1 stop,24h 10m,2025-02-04
DTM,"58,734",AMD,1 stop,35h 15m,2025-02-04
DUS,"131,923",AMD,1 stop,15h 35m,2025-02-04
ATH,"35,405",AMD,1 stop,7h 20m,2025-02-04
VIE,"31,207",AMD,1 stop ∙ Change airport,12h 50m,2025-02-04
AUH,"535,973",AMD,1 stop,25h 10m,2025-02-04
LCA,"17,281",AMD,Direct,2h 10m,2025-02-04
IST,"39,158",AMD,Direct,2h 30m,2025-02-04
HKT,"297,613",AMD,1 stop,25h 05m,2025-02-04
BCN,"31,683",AMD,1 stop,8h 55m,2025-02-04
VIE,"33,794",AMD,1 stop,7h 45m,2025-02-04
DUS,"63,465",AMD,1 stop,13h 30m,2025-02-04
WMI,"37,086",AMD,1 stop ∙ Change airport,12h 10m,2025-02-04
AMS,"41,090",AMD,1 stop,15h 10m,2025-02-04
IST,"67,048",AMD,1 stop,13h 20m,2025-02-04
VCE,"113,592",AMD,1 stop,11h 55m,2025-02-04
VIE,"35,446",AMD,1 stop,10h 20m,2025-02-04
BER,"56,451",AMD,1 stop,10h 25m,2025-02-04
PRG,"23,786",AMD,1 stop,10h 35m,2025-02-04
BCN,"26,603",AMD,1 stop,12h 45m,2025-02-04
VLC,"39,022",AMD,1 stop,18h 45m,2025-02-04
DUS,"112,931",AMD,1 stop,20h 20m,2025-02-04
SHJ,"46,524",AMD,Direct,2h 55m,2025-02-04
TLV,"37,499",AMD,1 stop,5h 15m,2025-02-04
AUH,"282,521",AMD,1 stop,14h 05m,2025-02-04
AUH,"268,835",AMD,1 stop,25h 10m,2025-02-04
WAW,"22,657",AMD,1 stop,11h 45m,2025-02-04
LYS,"39,542",AMD,1 stop,13h 25m,2025-02-04
AUH,"251,915",AMD,1 stop,8h 05m,2025-02-04
AUH,"61,837",AMD,1 stop,22h,2025-02-04
NCE,"103,673",AMD,1 stop,7h 35m,2025-02-04
VCE,"104,057",AMD,1 stop,10h 50m,2025-02-04
DXB,"109,679",AMD,1 stop,17h 45m,2025-02-04
FRA,"41,090",AMD,1 stop,12h 30m,2025-02-04
TLV,"40,310",AMD,Direct,2h 40m,2025-02-04
DUS,"46,009",AMD,1 stop,9h 20m,2025-02-04
VCE,"52,430",AMD,1 stop,14h 30m,2025-02-04
FRA,"41,090",AMD,1 stop,8h 30m,2025-02-04
CRL,"35,381",AMD,1 stop ∙ Change airport,11h 45m,2025-02-04
SAW,"26,870",AMD,Direct,2h 30m,2025-02-04
BUD,"22,955",AMD,1 stop,13h,2025-02-04
LYS,"30,413",AMD,1 stop,11h 55m,2025-02-04
TBS,"92,043",AMD,1 stop,15h 40m,2025-02-04
BER,"47,607",AMD,1 stop,12h 20m,2025-02-04
FRA,"65,859",AMD,1 stop,9h 05m,2025-02-04
TBS,"81,331",AMD,1 stop,21h 30m,2025-02-04
DXB,"130,597",AMD,1 stop,16h 45m,2025-02-04
MAD,"44,992",AMD,1 stop,8h 15m,2025-02-04
BEG,"39,136",AMD,1 stop,13h 20m,2025-02-04
